Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
Married,Manager,2,1,33.48780663451861,,446.9416663448178,Standard,Bad,-3.0,sdv-pii-1qv3w,13.0,1865.4230341411326,,High_spent_Large_value_payments,No Collateral,196498,87,23,7.0,0.4201802568369466
Separated,Journalist,0,1,38.69975719560595,2056.18,969.0176713672847,Poor,Standard,-8.0,sdv-pii-9ewsx,0.0,3588.5091629623435,,Low_spent_Small_value_payments,No Collateral,115282,42,-5,11.0,3.0168561953739275
Single,Accountant,6,23,38.147481000658246,714.3,561.4344651451827,Poor,Standard,-7.0,sdv-pii-2zg4g,14.0,0.0,,Low_spent_Medium_value_payments,Stocks,153098,14,1,14.0,-0.5265792106151705
Single,Musician,9,40,37.41446579206221,1966.68,408.65701744308404,Poor,Good,-9.0,sdv-pii-uewrl,8.0,518.8040338351202,,!@9#%8,Vehicle,75028,1,-4,9.0,-0.8755812834407388
Separated,Journalist,0,1,28.818208038278694,700.51,377.0387529760163,Standard,Standard,-2.0,sdv-pii-uu49r,7.0,3134.7103555134763,,Low_spent_Large_value_payments,Property,199002,73,16,18.0,-1.004425616883954
Single,Entrepreneur,0,1,35.679571105193446,4984.82,187.68373770304675,Standard,Standard,7.0,sdv-pii-8rzec,12.0,0.0,,Low_spent_Large_value_payments,Stocks,199002,76,26,13.0,4.550865042311878
Divorced,Lawyer,9,4,34.82160233366182,1372.95,422.72916059841384,Poor,_,-73.0,sdv-pii-2l1yf,2.0,3512.166469160521,,Low_spent_Medium_value_payments,Stocks,12717,30,37,8.0,2.7092132948668572
In a Relationship,Developer,0,1,26.42133154285769,733.69,435.4076460676523,Standard,Good,-1.0,,7.0,554.4507300807526,,High_spent_Large_value_payments,Vehicle,161447,79,8,10.0,0.012160266553484789
Divorced,Accountant,3,1,40.76429475199235,1064.65,406.43358700418116,Poor,Good,2.0,sdv-pii-ji3dd,0.0,0.0,,!@9#%8,Stocks,50401,88,3,20.0,1.5708697915957197
Single,Entrepreneur,1,1,31.408221865132095,4145.32,475.4754725638295,Standard,Standard,1.0,sdv-pii-gze4s,7.0,103.00082690891462,,Low_spent_Small_value_payments,Vehicle,0,1,2,8.0,-3.44
Married,Journalist,4,1,40.0329613078808,1187.42,1120.751173160778,Good,Good,-2.0,sdv-pii-qnkar,6.0,0.0,,!@9#%8,Property,69855,82,12,9.0,3.9467810698450005
Married,Architect,2,1,36.638203011616106,1845.23,399.3915577454592,Good,Bad,1.0,sdv-pii-b7ee7,5.0,0.0,,High_spent_Large_value_payments,Property,0,85,12,12.0,9.140164702479993
Single,Manager,2,1,24.304805031687202,2014.88,533.3545607331366,Poor,Good,-5.0,sdv-pii-gjpmi,6.0,0.0,,High_spent_Small_value_payments,Vehicle,0,60,4,23.0,6.877428668404144
Separated,Media_Manager,0,1,41.51328788148247,4984.82,489.8643558168545,Standard,Standard,9.0,sdv-pii-zrwn5,1.0,0.0,,Low_spent_Medium_value_payments,No Collateral,60384,71,40,16.0,10.352813621686465
In a Relationship,Scientist,7,5,41.51328788148247,4933.01,323.02270748730865,Standard,Standard,-3.0,sdv-pii-hu3i0,2.0,0.0,,High_spent_Medium_value_payments,Property,135561,6,-5,18.0,12.454870274600275
Divorced,Accountant,4,1,40.90606419210279,3874.83,385.23349459099455,Good,Bad,3.0,,9.0,3497.585225118046,,Low_spent_Small_value_payments,Stocks,88537,8,24,9.0,2.10578268220379
Single,Musician,2,1,41.51328788148247,2033.53,654.0140273740327,Poor,Standard,-3.0,sdv-pii-0vzo6,9.0,1681.0773767768076,,!@9#%8,Vehicle,146577,95,25,5.0,2.4860716935252745
Single,Musician,5,13,38.679047614128876,938.29,227.98109665981207,Standard,Good,5.0,sdv-pii-hq9ma,8.0,38462.66808082977,,High_spent_Small_value_payments,Property,199002,55,22,1.0,-0.4190202234588627
Separated,Journalist,10,1,35.63619339374131,,641.704660602737,Good,Standard,3.0,sdv-pii-8ncfr,5.0,2061.6611429855398,,Low_spent_Small_value_payments,Property,199002,33,15,16.0,3.5610559707860787
Single,Journalist,4,1,34.05427127972096,2179.51,699.6930409706658,Standard,Good,-4.0,sdv-pii-7y04q,0.0,905.3178355013446,,Low_spent_Small_value_payments,Stocks,0,98,-5,12.0,8.898247110665082
Single,Accountant,5,10,34.65843250670669,4970.02,352.1172266533756,Standard,Bad,-4.0,,1.0,890.8903991430806,,!@9#%8,No Collateral,122741,101,22,20.0,8.019567485144677
Married,Journalist,1,1,24.16158143156657,2096.49,1046.294109023356,Good,Bad,,,5.0,1375.0676021199963,,High_spent_Large_value_payments,Bonds,166220,61,4,25.0,0.7191063802100377
Separated,_______,13,1,41.51328788148247,1715.33,268.409213682371,Standard,Standard,0.0,sdv-pii-r6o5o,13.0,4963.266013152443,,Low_spent_Small_value_payments,Property,0,66,11,16.0,0.7145939398613361
Separated,Accountant,5,1,29.028778751905026,3851.03,570.288866833934,Poor,Good,7.0,sdv-pii-w0ock,6.0,3409.624108980128,,High_spent_Small_value_payments,Stocks,199002,1,-5,14.0,-1.126042616792044
In a Relationship,Journalist,10,1,27.127140656202727,1379.0,620.9597701968099,Standard,_,3.0,sdv-pii-wv8r7,5.0,4144.01808117379,,High_spent_Medium_value_payments,Property,63686,95,12,12.0,6.197469972687829
Widowed,Musician,8,1,37.57776579333621,1954.43,410.19816934802793,Standard,Standard,-1.0,sdv-pii-i5arb,0.0,2247.6611371996364,,!@9#%8,No Collateral,4875,62,1,10.0,2.16804812398143
Single,Accountant,0,1,28.48548361735065,1808.33,358.97862228865137,Standard,Standard,6.0,sdv-pii-5nbcn,4.0,0.0,,Low_spent_Medium_value_payments,Stocks,18345,37,2,14.0,7.127776494280118
Married,Accountant,9,1,36.060382068586904,,220.2399804807224,Standard,Standard,-8.0,sdv-pii-bbgvr,4.0,0.0,,High_spent_Small_value_payments,Vehicle,199002,44,10,18.0,0.17814218968998663
Engaged,Mechanic,7,6,28.236684403066103,3442.61,549.5367154060755,Poor,Standard,-2.0,sdv-pii-jgg10,10.0,4614.069176508598,,Low_spent_Small_value_payments,No Collateral,22969,27,6,15.0,8.421337277878795
Widowed,Journalist,6,1,28.198140403530644,1495.97,658.4686517666372,Poor,Good,3.0,sdv-pii-g4op8,10.0,727.7028144546838,,High_spent_Medium_value_payments,No Collateral,199002,40,23,13.0,-2.5993454778739524
Single,Engineer,10,1,37.24077304239949,1872.3,431.65186363014277,Poor,Standard,-0.0,sdv-pii-seffn,1.0,0.0,,Low_spent_Small_value_payments,Stocks,182155,75,22,14.0,5.998127132978047
Married,Lawyer,3,1,39.571402827351,1778.28,372.861693080946,Standard,Standard,,sdv-pii-5p7nd,3.0,2862.3257308653615,,Low_spent_Small_value_payments,No Collateral,0,69,17,15.0,5.484763914318938
Married,Manager,4,1,30.129185497194158,1892.22,368.45527031663016,Standard,_,-4.0,sdv-pii-0v4bt,8.0,3720.569852969657,,Low_spent_Small_value_payments,Property,0,106,6,20.0,10.54514025015874
Separated,Journalist,3,42,30.86559078880542,1555.99,350.63937314680015,Poor,Good,7.0,sdv-pii-0z9vg,6.0,535.054362524635,,High_spent_Small_value_payments,Property,110660,64,-2,11.0,0.07496364587673732
Single,Media_Manager,6,5,34.13457374310419,1805.41,373.192760506518,Poor,_,5.0,sdv-pii-0cp9p,11.0,3911.1349901512917,,Low_spent_Small_value_payments,No Collateral,109384,88,9,5.0,3.205261358582166
Married,Entrepreneur,8,1,24.88229538345364,4984.82,1120.751173160778,Standard,Standard,-2.0,sdv-pii-10x98,11.0,1228.8953585011632,,Low_spent_Small_value_payments,Property,63506,26,-2,,-3.44
Widowed,Entrepreneur,4,1,41.51328788148247,737.84,492.53416323203624,Standard,Standard,-2.0,sdv-pii-5qzdb,15.0,2063.9787647086555,,Low_spent_Small_value_payments,Bonds,137939,104,3,25.0,3.1076499045596924
Separated,Lawyer,3,1,38.56033021671453,4984.82,523.9369901634415,Poor,Standard,-0.0,sdv-pii-2puho,8.0,0.0,,Low_spent_Small_value_payments,No Collateral,0,3,8,9.0,4.403622043075025
In a Relationship,Musician,7,1,34.68481294416951,1478.29,176.50487938443675,Good,Bad,-0.0,sdv-pii-id991,3.0,3642.0941755605913,,Low_spent_Small_value_payments,Vehicle,0,88,-5,18.0,8.273258470594012
Married,Entrepreneur,2,1,28.798690223218212,616.01,248.93051422502197,Good,Good,-2.0,sdv-pii-cs15w,6.0,0.0,,Low_spent_Small_value_payments,Vehicle,21065,74,18,1.0,8.230441919975016
Single,Accountant,4,1,33.6204845026629,1971.27,327.3458954487488,Standard,Bad,2.0,,8.0,3043.000844491479,,Low_spent_Small_value_payments,Vehicle,0,40,-5,22.0,4.259691911150158
Widowed,Musician,5,1,29.626367716289398,679.27,633.1475839435236,Poor,Standard,3.0,sdv-pii-kj9qg,3.0,521.2730303941385,,Low_spent_Small_value_payments,Property,69310,78,20,14.0,4.559446166490815
Married,Musician,1,1,39.44517454727608,2180.8,637.2687289447933,Standard,Good,-8.0,sdv-pii-c94cy,0.0,0.0,,Low_spent_Small_value_payments,Bonds,105013,39,22,6.0,
Widowed,Entrepreneur,3,1,34.470447761688185,105.1,556.71203717899,Standard,Bad,1.0,sdv-pii-rkjqd,1.0,1861.6043665413108,,Low_spent_Small_value_payments,Vehicle,199002,80,8,14.0,3.3778915530129554
In a Relationship,Engineer,1,1,29.242460854079035,95.94,875.7609584895445,Standard,_,1.0,sdv-pii-vos1z,7.0,1536.0183012017094,,Low_spent_Small_value_payments,Bonds,99835,18,0,1.0,2.505254373943391
Divorced,Musician,10,1,38.9484445699053,3003.5,142.71303805205582,Standard,Standard,-2.0,,15.0,2740.5806621601328,,Low_spent_Small_value_payments,Property,141381,8,13,,1.8967140178985469
Separated,Manager,7,1,41.51328788148247,2181.41,871.0329110353094,Poor,Standard,-1.0,,15.0,613.8995099321253,,Low_spent_Small_value_payments,Stocks,176269,28,27,6.0,1.335109873486017
Married,Media_Manager,9,1,41.51328788148247,315.17,129.24693270040518,Standard,Bad,6.0,sdv-pii-zbgcg,15.0,1829.3986220483844,,Low_spent_Medium_value_payments,Property,121809,66,1,24.0,-0.5153329330740517
Divorced,Journalist,4,1,32.10301931539904,2438.28,545.2266833360153,Standard,_,-6.0,sdv-pii-a9fio,11.0,0.0,,Low_spent_Small_value_payments,Bonds,24712,74,31,13.0,5.560513613019811
Single,Architect,1,10,38.77440063665708,1852.12,407.71486216051727,Good,Good,-4.0,sdv-pii-rf21u,3.0,0.0,,!@9#%8,Stocks,199002,20,-5,4.0,2.8338728589201034
Engaged,Entrepreneur,5,28,38.78428942459457,1529.07,272.2170763649881,Poor,Bad,9.0,sdv-pii-mzsfq,5.0,0.0,,Low_spent_Small_value_payments,Bonds,84719,48,25,18.0,10.17186333102398
Married,Teacher,10,1,37.29311938878699,4202.96,560.582237242367,Standard,Standard,-1.0,sdv-pii-exxtr,5.0,3527.036726970192,,Low_spent_Medium_value_payments,No Collateral,0,9,-5,20.0,0.44574124482423993
Separated,Accountant,8,1,36.57290110828476,1638.18,390.5113530479759,Standard,Standard,-1.0,sdv-pii-0fhjf,9.0,3494.470834809085,,High_spent_Small_value_payments,Property,82940,32,-5,19.0,5.943808872727361
Separated,Teacher,0,23,34.5484412466617,1775.51,459.8210735870167,Good,Bad,4.0,sdv-pii-m0bm9,1.0,925.1618686758547,,Low_spent_Large_value_payments,Vehicle,90680,79,1,17.0,0.9494597275006509
Divorced,Musician,2,1,36.12639601463803,2716.53,553.6492426546723,Standard,Standard,-2.0,sdv-pii-5kzy8,11.0,2638.922911460263,,!@9#%8,Property,0,71,-5,24.0,12.202514799992112
Married,Developer,5,1,37.771568639402645,1626.98,424.19248263938516,Poor,_,4.0,sdv-pii-zai29,3.0,771.564615078779,,Low_spent_Medium_value_payments,Stocks,95762,58,9,4.0,6.588088164264364
Engaged,Entrepreneur,4,13,33.92043637753868,4984.82,574.5191030366785,Standard,Good,-5.0,sdv-pii-z32ea,0.0,29408.58898877009,,High_spent_Small_value_payments,Bonds,108557,18,-5,10.0,5.207594405868376
In a Relationship,Writer,3,1,36.408127009407224,865.15,490.6992979650378,Poor,Bad,-4.0,sdv-pii-go83s,3.0,0.0,,High_spent_Large_value_payments,Bonds,169090,66,4,7.0,6.507607052795252
Single,Accountant,1,19,41.51328788148247,4643.02,393.963422515373,Standard,_,6.0,sdv-pii-ywsih,9.0,0.0,,High_spent_Small_value_payments,No Collateral,68930,56,-5,12.0,-1.5774650797753322
Single,Manager,7,1,34.66531280087145,917.48,408.35868114665095,Good,Standard,-2.0,sdv-pii-ags1y,7.0,3929.2787853026343,,Low_spent_Small_value_payments,Vehicle,199002,15,-5,1.0,0.9928794460404111
Separated,Musician,5,9,33.7837466700465,1752.5,652.0911881683046,Standard,Standard,1.0,sdv-pii-s0raq,2.0,0.0,,Low_spent_Small_value_payments,Property,172942,107,-5,10.0,3.6923963079088704
Separated,Musician,2,1,37.10875204659476,,184.95376932933635,Standard,Standard,6.0,sdv-pii-wwm8w,10.0,2137.52312318531,,High_spent_Small_value_payments,Vehicle,18595,49,8,7.0,7.077545995569777
Widowed,Entrepreneur,10,1,28.164100925459536,4301.95,616.8464389596255,Standard,Bad,-2.0,sdv-pii-dg1kc,4.0,648.288617368949,,Low_spent_Small_value_payments,No Collateral,75188,34,-1,,4.920471906257572
Separated,Media_Manager,7,1,29.662385030940655,3004.75,308.99140279586516,Good,Good,-5.0,sdv-pii-rwgjo,2.0,3355.8813272455563,,Low_spent_Small_value_payments,Property,95572,1,3,21.0,5.276898313174426
Single,Writer,8,14,29.136624668970136,1982.94,288.5587976479147,Good,Standard,-0.0,sdv-pii-op51e,14.0,0.0,,!@9#%8,Stocks,138849,54,-1,11.0,3.6657962580655967
Widowed,Architect,4,19,34.41533408399629,2319.0,480.85163118796197,Poor,_,8.0,sdv-pii-okhzh,14.0,510.8627863635951,,High_spent_Small_value_payments,Stocks,0,53,8,1.0,0.9859240661350048
Widowed,Architect,7,1,35.67990557562356,323.34,442.6009068359268,Standard,Standard,4.0,sdv-pii-gmsjl,4.0,2241.023982539985,,Low_spent_Small_value_payments,Property,51066,56,23,21.0,-3.44
Married,_______,7,1,28.715894123662974,404.33,494.25173410150245,Standard,Good,-3.0,sdv-pii-m6okk,8.0,4369.205276400194,,High_spent_Large_value_payments,Vehicle,108460,91,19,6.0,0.010933822013612371
Single,Media_Manager,8,1,28.34246132311812,1072.13,489.06794230926585,Standard,Bad,7.0,sdv-pii-djzee,4.0,1984.5662899934046,,Low_spent_Small_value_payments,Property,126361,63,10,1.0,
Married,Accountant,3,1,36.63615481125024,1869.83,508.15174204400296,Standard,Bad,-5.0,sdv-pii-eee7s,9.0,2262.8086966572127,,High_spent_Large_value_payments,Property,149644,9,-5,10.0,-2.1579673482470794
Widowed,Entrepreneur,4,6,24.378622138391442,2899.73,358.509306780615,Poor,Standard,-0.0,sdv-pii-lfmjq,0.0,2126.9904832022553,,Low_spent_Medium_value_payments,Property,199002,70,5,1.0,1.695988360311805
In a Relationship,Manager,1,1,34.907433186713256,2089.84,388.16180946172085,Standard,Good,0.0,sdv-pii-0gqxx,0.0,0.0,,High_spent_Medium_value_payments,Vehicle,0,87,-3,1.0,10.65035264230643
Single,Engineer,1,30,34.83720646490961,4984.82,500.14429208296167,Good,Good,-4.0,sdv-pii-8u3ix,5.0,0.0,,High_spent_Small_value_payments,Bonds,142749,51,4,14.0,-2.1175278435081006
Separated,Scientist,2,1,34.760186028003545,609.31,641.8357609917964,Standard,Good,-0.0,sdv-pii-emeqh,10.0,2768.4157193131523,,Low_spent_Medium_value_payments,Property,79825,88,2,18.0,-1.8216847456738554
Divorced,Architect,6,1,26.778176148266414,1458.95,834.9884381643137,Standard,Good,6.0,sdv-pii-qbckj,0.0,0.0,,High_spent_Medium_value_payments,Stocks,80822,100,25,4.0,9.679068927167627
In a Relationship,Doctor,6,15,22.942887559245392,1652.66,213.85297040820052,Standard,Standard,,sdv-pii-oljcj,10.0,0.0,,Low_spent_Small_value_payments,Property,142360,83,-5,12.0,9.834488436646518
Divorced,Lawyer,10,1,36.44854103699663,3137.44,624.1793676203456,Standard,Standard,-58.0,,1.0,584.6637780423482,,High_spent_Large_value_payments,No Collateral,199002,105,15,22.0,7.104430021383107
Divorced,Engineer,4,1,24.306562294501095,2124.05,451.7630728435324,Standard,Standard,6.0,sdv-pii-3csxh,1.0,3421.49089714,,Low_spent_Small_value_payments,Property,38006,51,26,16.0,7.775290914689417
Married,Lawyer,7,1,36.26701669346038,2352.06,380.1905703929241,Good,Standard,-5.0,sdv-pii-t8ari,4.0,0.0,,Low_spent_Small_value_payments,Vehicle,131057,23,25,14.0,0.5292210596244464
Married,Musician,3,1,41.51328788148247,2950.14,437.28591415605746,Poor,Good,7.0,,4.0,1564.51965737642,,!@9#%8,Stocks,109827,1,39,16.0,1.013437813843976
Separated,Manager,0,1,29.14933783183133,1602.8,377.70714386335743,Good,_,2.0,sdv-pii-ox4j8,4.0,0.0,,Low_spent_Medium_value_payments,Property,34200,83,18,10.0,0.4607205834093815
Engaged,Entrepreneur,1,1,31.357864454053573,367.37,421.47892065778973,Poor,Standard,6.0,sdv-pii-u3jdv,15.0,2465.1426191181863,,High_spent_Small_value_payments,Bonds,165875,55,11,8.0,-2.8884579163077797
Single,Lawyer,0,8,38.46164614473957,4984.82,329.8948454779116,Standard,Standard,5.0,sdv-pii-v6h1r,2.0,756.907974268372,,Low_spent_Small_value_payments,No Collateral,199002,108,-4,17.0,-1.5738540662139142
Single,Journalist,9,1,38.88679512556239,560.98,275.11433717651977,Good,_,5.0,sdv-pii-u5nom,15.0,3498.842900045379,,Low_spent_Medium_value_payments,No Collateral,70236,37,10,8.0,-3.44
In a Relationship,Engineer,8,26,39.57953749200762,1418.26,457.6181825440617,Standard,Good,-4.0,sdv-pii-ygsft,0.0,0.0,,Low_spent_Medium_value_payments,Property,192865,60,23,1.0,7.295083270316974
Widowed,Lawyer,3,1,33.70921485277179,1076.98,307.64099421449043,Poor,Bad,5.0,sdv-pii-3vpcx,9.0,5174.48133901357,,High_spent_Large_value_payments,Property,62229,106,15,14.0,7.940656783612222
Divorced,Journalist,6,5,34.25765541323804,1398.03,403.5927561416389,Standard,Good,-4.0,sdv-pii-46uer,6.0,1906.6667455111983,,High_spent_Medium_value_payments,Bonds,81878,75,-1,24.0,4.62415340427969
Engaged,Lawyer,4,18,39.53332720985394,4984.82,1120.751173160778,Standard,_,2.0,sdv-pii-ywyrd,0.0,4841.259833081856,,Low_spent_Small_value_payments,Bonds,38652,42,-3,4.0,1.0623370663717742
Single,Scientist,2,11,24.06740429946622,3181.95,360.57851560977406,Good,Good,1.0,sdv-pii-t5wj1,4.0,310.45102936263766,,Low_spent_Medium_value_payments,Bonds,13181,49,-2,16.0,5.071909284965713
Separated,Scientist,2,6,33.69114913935958,2001.28,654.1451780123788,Poor,Standard,-1.0,sdv-pii-6ueak,0.0,1382.3432395180241,,Low_spent_Small_value_payments,No Collateral,199002,38,-5,11.0,0.7122372295042974
Single,Entrepreneur,3,1,41.51328788148247,2699.54,222.4797293754885,Good,Good,-6.0,sdv-pii-0k9zh,10.0,3266.478931486723,,High_spent_Medium_value_payments,Stocks,199002,92,20,12.0,2.4449151598259915
In a Relationship,Journalist,11,17,31.619402227623112,2081.33,645.2107543345218,Good,Standard,,sdv-pii-f9qub,5.0,1899.5325147298975,,Low_spent_Small_value_payments,Vehicle,199002,7,-5,15.0,6.697276273136179
Married,Lawyer,3,21,38.16183219581435,4984.82,245.2260300280954,Standard,_,6.0,,4.0,3536.755719136659,,Low_spent_Small_value_payments,No Collateral,78326,59,15,5.0,-0.24728216959385296
Single,Entrepreneur,3,1,30.646841739777248,1024.73,182.17711936826063,Good,Standard,8.0,sdv-pii-efy1y,11.0,484.75838860241436,,Low_spent_Small_value_payments,Stocks,199002,106,42,14.0,-0.28467247717231725
Married,Mechanic,0,1,34.28370833224365,425.63,428.5539574167276,Poor,Good,-4.0,sdv-pii-mv791,0.0,0.0,,Low_spent_Medium_value_payments,Property,27682,102,11,8.0,9.374735569673911
Married,Manager,0,3,31.363115769111968,1962.57,511.1356577504879,Poor,Good,4.0,sdv-pii-y216x,15.0,1460.702743037952,,High_spent_Large_value_payments,Stocks,177012,64,-5,9.0,3.7469362766979293
Engaged,Scientist,7,1,41.51328788148247,4247.79,509.86919985257407,Standard,Bad,-3.0,sdv-pii-8angs,12.0,4371.453658829857,,Low_spent_Large_value_payments,Property,0,65,-5,1.0,11.789556945145778
Separated,Journalist,5,1,37.54089301452752,1618.05,626.0230641994856,Poor,Good,-3.0,sdv-pii-egqet,8.0,381.8050708245662,,Low_spent_Small_value_payments,No Collateral,0,35,1,10.0,4.805693545184571
Engaged,Musician,7,1,32.047675234679765,1561.14,543.5360460842325,Standard,Bad,1.0,sdv-pii-zpi6b,4.0,4422.233618858049,,!@9#%8,No Collateral,82912,67,0,21.0,-1.132007687504358
Separated,Lawyer,4,1,35.734172971891255,519.54,337.02579870094024,Standard,Good,-1.0,sdv-pii-3x8ck,10.0,559.3003225337038,,High_spent_Large_value_payments,Stocks,88762,30,2,21.0,0.9566174143745059
Single,Entrepreneur,2,1,40.29645029434357,2007.25,473.03079451548683,Standard,Standard,9.0,sdv-pii-g39hy,6.0,16045.362197177525,,Low_spent_Small_value_payments,No Collateral,199002,57,3,1.0,-0.1826434349207764
Married,Musician,3,2,34.50734750274718,1650.39,634.1219929870055,Good,Standard,-3.0,sdv-pii-fuug7,0.0,0.0,,High_spent_Large_value_payments,Bonds,0,66,20,20.0,-0.07042276457019003
Separated,Doctor,4,4,41.51328788148247,4742.34,571.6549941920621,Standard,Standard,-0.0,sdv-pii-dv921,12.0,2362.510523435583,,High_spent_Large_value_payments,No Collateral,0,52,4,8.0,2.230177588944213
Divorced,Architect,8,1,36.85055577588444,2491.85,451.5061105535546,Poor,_,-4.0,sdv-pii-sz6m5,8.0,4759.192324265697,,!@9#%8,Property,92995,32,-5,5.0,-1.2693018192133527
Single,Scientist,0,1,25.384195202504614,2295.22,459.95468644041216,Standard,Bad,-3.0,sdv-pii-rlzh5,0.0,1462.5663479015157,,Low_spent_Medium_value_payments,Stocks,145511,37,-2,11.0,11.673377359578197
Single,Accountant,7,1,38.19305621325398,1038.07,171.99436522267501,Poor,Standard,7.0,sdv-pii-0u12o,7.0,2824.9459854388438,,!@9#%8,No Collateral,157146,39,11,8.0,4.843313355094455
Separated,Architect,2,1,28.72298371956189,1557.28,188.81886909011095,Good,Good,-1.0,sdv-pii-tlelu,6.0,2319.6105806082132,,High_spent_Medium_value_payments,No Collateral,130556,97,10,10.0,0.7929709759458943
Married,Lawyer,2,1,30.52985467258391,503.97,83.27989019227797,Standard,Good,-2.0,sdv-pii-7s6ws,13.0,0.0,,High_spent_Small_value_payments,Property,72744,60,37,2.0,4.668162946478029
Married,Writer,3,1,32.9393432300668,1252.04,639.0984813468679,Poor,Standard,8.0,sdv-pii-p5oks,9.0,0.0,,High_spent_Large_value_payments,Bonds,150671,92,21,20.0,2.6604185123309634
Single,Musician,5,4,35.009575542458634,3077.07,184.36810133026242,Standard,Standard,9.0,sdv-pii-odvur,12.0,645.9382275473772,,High_spent_Medium_value_payments,Stocks,143800,47,8,18.0,-1.0616764990502192
Single,Musician,4,1,34.0251848229711,1287.99,462.3625820108739,Good,Good,6.0,sdv-pii-0qavs,1.0,2273.4009306590096,,High_spent_Small_value_payments,Bonds,84581,95,5,3.0,5.321421599644534
Single,Journalist,0,1,35.70444863648909,1755.25,314.0136216134054,Standard,Standard,-2.0,sdv-pii-dm2s6,3.0,1433.7504007579234,,Low_spent_Small_value_payments,Vehicle,114417,89,-1,1.0,3.4338118522982137
Separated,Musician,5,1,29.821215383386107,731.94,494.2251522288262,Standard,Standard,-2.0,,6.0,3823.3085633852133,,High_spent_Small_value_payments,Vehicle,147051,105,9,5.0,1.8361771399234508
Married,Scientist,4,1,31.134629363483327,2141.16,544.5107314987913,Standard,_,-4.0,sdv-pii-6s3i9,3.0,0.0,,High_spent_Small_value_payments,Stocks,176020,63,14,11.0,-0.7507160959113657
Married,Accountant,1,1,30.82146245846921,95.87,343.95465400364117,Good,Bad,-2.0,sdv-pii-1j3qh,10.0,1084.3644478349486,,Low_spent_Medium_value_payments,Bonds,0,61,14,8.0,18.351364406310235
Engaged,Lawyer,5,6,40.59385386021352,2302.57,450.33256358679097,Good,_,-2.0,sdv-pii-o7blj,15.0,889.291135089531,,Low_spent_Medium_value_payments,Vehicle,3937,15,19,13.0,7.603931979108518
Married,Entrepreneur,4,1,31.91709879769789,1594.44,268.85533627163574,Poor,Good,-1.0,sdv-pii-d58j8,9.0,3014.1676736430477,,Low_spent_Small_value_payments,Vehicle,129728,100,7,5.0,1.668633141669913
In a Relationship,Journalist,8,1,22.53759303178384,772.21,258.4586834747936,Poor,Bad,-65.0,,9.0,4439.04705504764,,!@9#%8,Stocks,145526,80,-5,1.0,1.3935971497151929
Widowed,Entrepreneur,0,1,38.245149814400826,4840.93,174.41684564860796,Good,Bad,-1.0,sdv-pii-cv5nj,0.0,3820.90620103429,,High_spent_Medium_value_payments,No Collateral,72689,24,-5,5.0,-0.6230683584389078
Widowed,Engineer,11,1,28.350417966799228,124.72,299.45999725157793,Poor,Standard,-3.0,sdv-pii-r6i07,15.0,0.0,,High_spent_Medium_value_payments,Property,171859,102,25,21.0,1.286932293029273
Widowed,Entrepreneur,9,1,29.25865535413616,1938.8,174.46034896858808,Standard,Good,1.0,sdv-pii-f2qin,0.0,744.2133717946828,,Low_spent_Small_value_payments,Bonds,60125,6,-5,10.0,3.6647376140280894
Married,Journalist,1,1,25.62024857059603,1991.89,372.6721392703746,Good,Standard,-5.0,,6.0,3907.2510447101304,,High_spent_Small_value_payments,Stocks,102472,92,7,4.0,1.880604363211738
Separated,Lawyer,2,1,32.15655160945209,1012.22,405.3254583275695,Poor,Bad,-4.0,sdv-pii-jrln5,5.0,57.28838225914693,,Low_spent_Medium_value_payments,Vehicle,119585,94,13,11.0,0.19100028996333318
In a Relationship,Engineer,0,1,25.32441809553052,4984.82,671.2041576139842,Standard,Good,-4.0,sdv-pii-r2nlx,0.0,3131.220832913125,,Low_spent_Small_value_payments,Property,159271,101,10,10.0,-3.44
Widowed,Manager,4,1,38.43611844241835,937.34,941.0047111524841,Poor,_,-7.0,sdv-pii-ec7zg,15.0,0.0,,High_spent_Medium_value_payments,Property,199002,85,18,17.0,-1.5251918986137127
Married,Lawyer,6,1,34.34497547050242,3893.79,307.06683614822697,Poor,Good,3.0,sdv-pii-487os,3.0,2069.134336278069,,Low_spent_Small_value_payments,Bonds,0,31,24,1.0,0.05822921142761395
Divorced,Manager,11,8,41.51328788148247,3914.71,305.9978921009452,Poor,Standard,-3.0,sdv-pii-0nw22,10.0,3285.268271095426,,Low_spent_Small_value_payments,Bonds,9414,52,-5,11.0,3.8838573012929833
Single,Accountant,7,1,31.487998450447158,912.53,714.3799522432794,Poor,Standard,-3.0,sdv-pii-en8on,11.0,3108.6374556025194,,!@9#%8,Property,88945,101,14,10.0,
Widowed,Doctor,3,1,33.515433202416425,2139.01,640.5310633866866,Standard,Bad,6.0,sdv-pii-8fdr3,5.0,3500.1987500902933,,Low_spent_Small_value_payments,Bonds,181961,96,-3,6.0,-1.0507797814185187
